[I 240116 09:00:54 policy_utils:158] {
      "env": "MovieLensEnv-v0",
      "user_model_name": "DeepFM",
      "seed": 2023,
      "cuda": 7,
      "remove_recommended_ids": false,
      "draw_bar": false,
      "is_userinfo": true,
      "is_all_item_ranking": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "use_pretrained_embedding": true,
      "exploration_noise": false,
      "explore_eps": 0.01,
      "need_state_norm": false,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "random_init": true,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "dilations": "[1, 2, 1, 2, 1, 2]",
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 100,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "n_step": 3,
      "update_per_step": 0.125,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "step_per_collect": 100,
      "repeat_per_collect": 1,
      "logdir": "log",
      "read_message": "pointneg_5",
      "all_item_ranking": false,
      "is_binarize": true,
      "need_transform": true,
      "use_auxiliary": true,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 4,
      "yfeat": "rating",
      "leave_threshold": 75,
      "num_leave_compute": 7,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "model_name": "A2C",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "message": "A2C_5",
      "hostname": "server3"
    }
[I 240116 09:09:58 loggers:84] Epoch: [1], Info: [{'num_test': 100, 'len_tra': 6.58, 'R_tra': 16.37875926807523, 'ctr': '2.48917', 'CV': '0.05061', 'CV_turn': '0.30395', 'Diversity': '0.88527', 'Novelty': '5.38712', 'ifeat_feat': 0.7537993920972644, 'NX_0_len_tra': 9.09, 'NX_0_R_tra': 20.760326091200113, 'NX_0_ctr': '2.28386', 'NX_0_CV': '0.06402', 'NX_0_CV_turn': '0.27833', 'NX_0_Diversity': '0.99245', 'NX_0_Novelty': '5.57715', 'NX_0_ifeat_feat': 0.7480748074807481, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.036080008447172, 'NX_10_ctr': '2.40361', 'NX_10_CV': '0.07110', 'NX_10_CV_turn': '0.28100', 'NX_10_Diversity': '0.99285', 'NX_10_Novelty': '5.58135', 'NX_10_ifeat_feat': 0.738}]
[I 240116 12:27:26 loggers:84] Epoch: [27], Info: [{'num_test': 100, 'len_tra': 8.38, 'R_tra': 27.55200165182352, 'ctr': '3.28783', 'CV': '0.00936', 'CV_turn': '0.04415', 'Diversity': '0.87516', 'Novelty': '5.69389', 'ifeat_feat': 0.7673031026252983, 'NX_0_len_tra': 29.29, 'NX_0_R_tra': 53.67158792413771, 'NX_0_ctr': '1.83242', 'NX_0_CV': '0.01113', 'NX_0_CV_turn': '0.01502', 'NX_0_Diversity': '0.99297', 'NX_0_Novelty': '6.20111', 'NX_0_ifeat_feat': 0.6264936838511438, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.856057269573213, 'NX_10_ctr': '2.18561', 'NX_10_CV': '0.00962', 'NX_10_CV_turn': '0.03800', 'NX_10_Diversity': '0.99322', 'NX_10_Novelty': '6.04796', 'NX_10_ifeat_feat': 0.745}]
[I 240116 12:34:09 loggers:84] Epoch: [28], Info: [{'num_test': 100, 'len_tra': 8.43, 'R_tra': 27.507211529165506, 'ctr': '3.26301', 'CV': '0.00911', 'CV_turn': '0.04270', 'Diversity': '0.87298', 'Novelty': '5.72624', 'ifeat_feat': 0.7556346381969158, 'NX_0_len_tra': 29.32, 'NX_0_R_tra': 53.15904819786549, 'NX_0_ctr': '1.81306', 'NX_0_CV': '0.01139', 'NX_0_CV_turn': '0.01535', 'NX_0_Diversity': '0.99302', 'NX_0_Novelty': '6.16257', 'NX_0_ifeat_feat': 0.6258526603001364, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.56083381436765, 'NX_10_ctr': '2.25608', 'NX_10_CV': '0.01037', 'NX_10_CV_turn': '0.04100', 'NX_10_Diversity': '0.99322', 'NX_10_Novelty': '6.12930', 'NX_10_ifeat_feat': 0.714}]
[I 240116 12:40:53 loggers:84] Epoch: [29], Info: [{'num_test': 100, 'len_tra': 8.58, 'R_tra': 28.39163982659578, 'ctr': '3.30905', 'CV': '0.00936', 'CV_turn': '0.04312', 'Diversity': '0.87206', 'Novelty': '5.60839', 'ifeat_feat': 0.7144522144522144, 'NX_0_len_tra': 29.41, 'NX_0_R_tra': 53.00044419825077, 'NX_0_ctr': '1.80212', 'NX_0_CV': '0.01012', 'NX_0_CV_turn': '0.01360', 'NX_0_Diversity': '0.99302', 'NX_0_Novelty': '6.05169', 'NX_0_ifeat_feat': 0.6188371302278136, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.17936159580946, 'NX_10_ctr': '2.21794', 'NX_10_CV': '0.00987', 'NX_10_CV_turn': '0.03900', 'NX_10_Diversity': '0.99329', 'NX_10_Novelty': '5.74430', 'NX_10_ifeat_feat': 0.692}]
[I 240116 12:47:38 loggers:84] Epoch: [30], Info: [{'num_test': 100, 'len_tra': 8.58, 'R_tra': 27.891660537719726, 'ctr': '3.25078', 'CV': '0.00936', 'CV_turn': '0.04312', 'Diversity': '0.87350', 'Novelty': '5.66789', 'ifeat_feat': 0.7447552447552448, 'NX_0_len_tra': 29.7, 'NX_0_R_tra': 53.60463166922331, 'NX_0_ctr': '1.80487', 'NX_0_CV': '0.01037', 'NX_0_CV_turn': '0.01380', 'NX_0_Diversity': '0.99302', 'NX_0_Novelty': '6.17526', 'NX_0_ifeat_feat': 0.6276094276094276, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.860271590873598, 'NX_10_ctr': '2.18603', 'NX_10_CV': '0.00936', 'NX_10_CV_turn': '0.03700', 'NX_10_Diversity': '0.99328', 'NX_10_Novelty': '5.83584', 'NX_10_ifeat_feat': 0.784}]
[I 240116 12:54:06 loggers:84] Epoch: [31], Info: [{'num_test': 100, 'len_tra': 8.53, 'R_tra': 28.605830172002314, 'ctr': '3.35356', 'CV': '0.00860', 'CV_turn': '0.03986', 'Diversity': '0.87151', 'Novelty': '5.48712', 'ifeat_feat': 0.7409144196951934, 'NX_0_len_tra': 29.44, 'NX_0_R_tra': 53.87674176812172, 'NX_0_ctr': '1.83005', 'NX_0_CV': '0.01012', 'NX_0_CV_turn': '0.01359', 'NX_0_Diversity': '0.99304', 'NX_0_Novelty': '6.15724', 'NX_0_ifeat_feat': 0.6545516304347826, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.062668367475272, 'NX_10_ctr': '2.20627', 'NX_10_CV': '0.00936', 'NX_10_CV_turn': '0.03700', 'NX_10_Diversity': '0.99320', 'NX_10_Novelty': '5.76261', 'NX_10_ifeat_feat': 0.781}]
[I 240116 13:01:10 loggers:84] Epoch: [32], Info: [{'num_test': 100, 'len_tra': 8.55, 'R_tra': 28.17543795324862, 'ctr': '3.29537', 'CV': '0.00835', 'CV_turn': '0.03860', 'Diversity': '0.87149', 'Novelty': '5.49891', 'ifeat_feat': 0.735672514619883, 'NX_0_len_tra': 29.75, 'NX_0_R_tra': 54.634525920003654, 'NX_0_ctr': '1.83645', 'NX_0_CV': '0.00987', 'NX_0_CV_turn': '0.01311', 'NX_0_Diversity': '0.99307', 'NX_0_Novelty': '6.11477', 'NX_0_ifeat_feat': 0.6426890756302521, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.381799312606454, 'NX_10_ctr': '2.23818', 'NX_10_CV': '0.00962', 'NX_10_CV_turn': '0.03800', 'NX_10_Diversity': '0.99318', 'NX_10_Novelty': '5.65787', 'NX_10_ifeat_feat': 0.8}]
[I 240116 13:08:19 loggers:84] Epoch: [33], Info: [{'num_test': 100, 'len_tra': 8.63, 'R_tra': 28.84477388113737, 'ctr': '3.34238', 'CV': '0.00835', 'CV_turn': '0.03824', 'Diversity': '0.86863', 'Novelty': '5.65139', 'ifeat_feat': 0.746234067207416, 'NX_0_len_tra': 28.5, 'NX_0_R_tra': 52.62065848335624, 'NX_0_ctr': '1.84634', 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01333', 'NX_0_Diversity': '0.99306', 'NX_0_Novelty': '6.12070', 'NX_0_ifeat_feat': 0.6498245614035087, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.09317857325077, 'NX_10_ctr': '2.30932', 'NX_10_CV': '0.00962', 'NX_10_CV_turn': '0.03800', 'NX_10_Diversity': '0.99322', 'NX_10_Novelty': '5.75705', 'NX_10_ifeat_feat': 0.781}]
[I 240116 13:15:11 loggers:84] Epoch: [34], Info: [{'num_test': 100, 'len_tra': 8.51, 'R_tra': 29.594915920943023, 'ctr': '3.47766', 'CV': '0.00683', 'CV_turn': '0.03173', 'Diversity': '0.86168', 'Novelty': '5.76015', 'ifeat_feat': 0.7121034077555817, 'NX_0_len_tra': 28.79, 'NX_0_R_tra': 51.518943574354054, 'NX_0_ctr': '1.78947', 'NX_0_CV': '0.00936', 'NX_0_CV_turn': '0.01285', 'NX_0_Diversity': '0.99305', 'NX_0_Novelty': '6.18753', 'NX_0_ifeat_feat': 0.6484890587009379, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.423722102344037, 'NX_10_ctr': '2.34237', 'NX_10_CV': '0.00835', 'NX_10_CV_turn': '0.03300', 'NX_10_Diversity': '0.99323', 'NX_10_Novelty': '5.93804', 'NX_10_ifeat_feat': 0.767}]
[I 240116 13:22:09 loggers:84] Epoch: [35], Info: [{'num_test': 100, 'len_tra': 8.61, 'R_tra': 29.55890011742711, 'ctr': '3.43309', 'CV': '0.00658', 'CV_turn': '0.03020', 'Diversity': '0.86234', 'Novelty': '5.65059', 'ifeat_feat': 0.7363530778164924, 'NX_0_len_tra': 26.83, 'NX_0_R_tra': 49.50501621589065, 'NX_0_ctr': '1.84514', 'NX_0_CV': '0.00987', 'NX_0_CV_turn': '0.01454', 'NX_0_Diversity': '0.99305', 'NX_0_Novelty': '6.02999', 'NX_0_ifeat_feat': 0.6667909057025717, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.711720860898495, 'NX_10_ctr': '2.27117', 'NX_10_CV': '0.00886', 'NX_10_CV_turn': '0.03500', 'NX_10_Diversity': '0.99331', 'NX_10_Novelty': '5.67290', 'NX_10_ifeat_feat': 0.793}]
[I 240116 13:28:52 loggers:84] Epoch: [36], Info: [{'num_test': 100, 'len_tra': 8.76, 'R_tra': 30.944238395392894, 'ctr': '3.53245', 'CV': '0.00633', 'CV_turn': '0.02854', 'Diversity': '0.86895', 'Novelty': '5.48642', 'ifeat_feat': 0.7408675799086758, 'NX_0_len_tra': 29.01, 'NX_0_R_tra': 52.57869243450463, 'NX_0_ctr': '1.81243', 'NX_0_CV': '0.00936', 'NX_0_CV_turn': '0.01275', 'NX_0_Diversity': '0.99304', 'NX_0_Novelty': '6.04635', 'NX_0_ifeat_feat': 0.6552912788693553, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.855356655418873, 'NX_10_ctr': '2.28554', 'NX_10_CV': '0.00784', 'NX_10_CV_turn': '0.03100', 'NX_10_Diversity': '0.99323', 'NX_10_Novelty': '5.81150', 'NX_10_ifeat_feat': 0.76}]
[I 240116 13:35:26 loggers:84] Epoch: [37], Info: [{'num_test': 100, 'len_tra': 8.75, 'R_tra': 29.29737355738878, 'ctr': '3.34827', 'CV': '0.00607', 'CV_turn': '0.02743', 'Diversity': '0.86822', 'Novelty': '5.57556', 'ifeat_feat': 0.7462857142857143, 'NX_0_len_tra': 29.5, 'NX_0_R_tra': 52.502609172016385, 'NX_0_ctr': '1.77975', 'NX_0_CV': '0.00987', 'NX_0_CV_turn': '0.01322', 'NX_0_Diversity': '0.99305', 'NX_0_Novelty': '6.02120', 'NX_0_ifeat_feat': 0.6488135593220339, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.407936954051255, 'NX_10_ctr': '2.24079', 'NX_10_CV': '0.00784', 'NX_10_CV_turn': '0.03100', 'NX_10_Diversity': '0.99327', 'NX_10_Novelty': '5.68677', 'NX_10_ifeat_feat': 0.757}]
[I 240116 13:41:56 loggers:84] Epoch: [38], Info: [{'num_test': 100, 'len_tra': 8.87, 'R_tra': 30.179031110703946, 'ctr': '3.40237', 'CV': '0.00709', 'CV_turn': '0.03157', 'Diversity': '0.86777', 'Novelty': '5.58170', 'ifeat_feat': 0.7497181510710259, 'NX_0_len_tra': 29.81, 'NX_0_R_tra': 52.723399605602026, 'NX_0_ctr': '1.76865', 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01275', 'NX_0_Diversity': '0.99305', 'NX_0_Novelty': '6.02489', 'NX_0_ifeat_feat': 0.6424018785642401, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.360171399712563, 'NX_10_ctr': '2.23602', 'NX_10_CV': '0.00759', 'NX_10_CV_turn': '0.03000', 'NX_10_Diversity': '0.99326', 'NX_10_Novelty': '5.33563', 'NX_10_ifeat_feat': 0.833}]
[I 240116 13:48:49 loggers:84] Epoch: [39], Info: [{'num_test': 100, 'len_tra': 8.8, 'R_tra': 29.72709238857031, 'ctr': '3.37808', 'CV': '0.00531', 'CV_turn': '0.02386', 'Diversity': '0.86687', 'Novelty': '5.49284', 'ifeat_feat': 0.7477272727272727, 'NX_0_len_tra': 27.53, 'NX_0_R_tra': 48.29254606589675, 'NX_0_ctr': '1.75418', 'NX_0_CV': '0.00987', 'NX_0_CV_turn': '0.01417', 'NX_0_Diversity': '0.99292', 'NX_0_Novelty': '6.01442', 'NX_0_ifeat_feat': 0.6520159825644751, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.642310663163663, 'NX_10_ctr': '2.26423', 'NX_10_CV': '0.00582', 'NX_10_CV_turn': '0.02300', 'NX_10_Diversity': '0.99323', 'NX_10_Novelty': '5.38340', 'NX_10_ifeat_feat': 0.779}]
[I 240116 13:55:35 loggers:84] Epoch: [40], Info: [{'num_test': 100, 'len_tra': 8.81, 'R_tra': 30.141107495725155, 'ctr': '3.42124', 'CV': '0.00633', 'CV_turn': '0.02838', 'Diversity': '0.86236', 'Novelty': '5.53414', 'ifeat_feat': 0.7491486946651532, 'NX_0_len_tra': 27.66, 'NX_0_R_tra': 49.762440914213656, 'NX_0_ctr': '1.79908', 'NX_0_CV': '0.01012', 'NX_0_CV_turn': '0.01446', 'NX_0_Diversity': '0.99303', 'NX_0_Novelty': '6.00436', 'NX_0_ifeat_feat': 0.6590744757772957, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.03194868683815, 'NX_10_ctr': '2.30319', 'NX_10_CV': '0.00607', 'NX_10_CV_turn': '0.02400', 'NX_10_Diversity': '0.99330', 'NX_10_Novelty': '5.56102', 'NX_10_ifeat_feat': 0.759}]
[I 240116 14:02:07 loggers:84] Epoch: [41], Info: [{'num_test': 100, 'len_tra': 8.82, 'R_tra': 31.033280836343764, 'ctr': '3.51851', 'CV': '0.00455', 'CV_turn': '0.02041', 'Diversity': '0.86127', 'Novelty': '5.57718', 'ifeat_feat': 0.7585034013605442, 'NX_0_len_tra': 29.08, 'NX_0_R_tra': 52.22737554371357, 'NX_0_ctr': '1.79599', 'NX_0_CV': '0.00936', 'NX_0_CV_turn': '0.01272', 'NX_0_Diversity': '0.99306', 'NX_0_Novelty': '6.03364', 'NX_0_ifeat_feat': 0.6478679504814305, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.99515605673194, 'NX_10_ctr': '2.19952', 'NX_10_CV': '0.00658', 'NX_10_CV_turn': '0.02600', 'NX_10_Diversity': '0.99326', 'NX_10_Novelty': '5.48532', 'NX_10_ifeat_feat': 0.814}]
[I 240116 14:08:28 loggers:84] Epoch: [42], Info: [{'num_test': 100, 'len_tra': 8.74, 'R_tra': 30.27883761882782, 'ctr': '3.46440', 'CV': '0.00506', 'CV_turn': '0.02288', 'Diversity': '0.86210', 'Novelty': '5.52768', 'ifeat_feat': 0.7665903890160183, 'NX_0_len_tra': 29.53, 'NX_0_R_tra': 51.93521981880069, 'NX_0_ctr': '1.75873', 'NX_0_CV': '0.00936', 'NX_0_CV_turn': '0.01253', 'NX_0_Diversity': '0.99307', 'NX_0_Novelty': '6.04219', 'NX_0_ifeat_feat': 0.6369793430409753, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.05278342962265, 'NX_10_ctr': '2.20528', 'NX_10_CV': '0.00557', 'NX_10_CV_turn': '0.02200', 'NX_10_Diversity': '0.99325', 'NX_10_Novelty': '5.33724', 'NX_10_ifeat_feat': 0.881}]
[I 240116 14:14:53 loggers:84] Epoch: [43], Info: [{'num_test': 100, 'len_tra': 8.79, 'R_tra': 30.135838668048383, 'ctr': '3.42842', 'CV': '0.00531', 'CV_turn': '0.02389', 'Diversity': '0.86685', 'Novelty': '5.48694', 'ifeat_feat': 0.7610921501706485, 'NX_0_len_tra': 29.7, 'NX_0_R_tra': 52.442572883591055, 'NX_0_ctr': '1.76574', 'NX_0_CV': '0.00936', 'NX_0_CV_turn': '0.01246', 'NX_0_Diversity': '0.99305', 'NX_0_Novelty': '5.97255', 'NX_0_ifeat_feat': 0.6387205387205387, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.74275664240122, 'NX_10_ctr': '2.17428', 'NX_10_CV': '0.00658', 'NX_10_CV_turn': '0.02600', 'NX_10_Diversity': '0.99323', 'NX_10_Novelty': '5.19436', 'NX_10_ifeat_feat': 0.856}]
[I 240116 14:21:07 loggers:84] Epoch: [44], Info: [{'num_test': 100, 'len_tra': 8.71, 'R_tra': 30.39794420734048, 'ctr': '3.49001', 'CV': '0.00455', 'CV_turn': '0.02067', 'Diversity': '0.86173', 'Novelty': '5.61280', 'ifeat_feat': 0.7611940298507462, 'NX_0_len_tra': 29.34, 'NX_0_R_tra': 52.28591271467507, 'NX_0_ctr': '1.78207', 'NX_0_CV': '0.00936', 'NX_0_CV_turn': '0.01261', 'NX_0_Diversity': '0.99306', 'NX_0_Novelty': '6.01208', 'NX_0_ifeat_feat': 0.6411042944785276, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.689083899855614, 'NX_10_ctr': '2.26891', 'NX_10_CV': '0.00683', 'NX_10_CV_turn': '0.02700', 'NX_10_Diversity': '0.99330', 'NX_10_Novelty': '5.30911', 'NX_10_ifeat_feat': 0.883}]
[I 240116 14:27:23 loggers:84] Epoch: [45], Info: [{'num_test': 100, 'len_tra': 8.67, 'R_tra': 29.215706834793092, 'ctr': '3.36975', 'CV': '0.00506', 'CV_turn': '0.02307', 'Diversity': '0.86723', 'Novelty': '5.37596', 'ifeat_feat': 0.7658592848904268, 'NX_0_len_tra': 29.7, 'NX_0_R_tra': 52.72515383459628, 'NX_0_ctr': '1.77526', 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01279', 'NX_0_Diversity': '0.99302', 'NX_0_Novelty': '5.99920', 'NX_0_ifeat_feat': 0.6356902356902356, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.178565478622914, 'NX_10_ctr': '2.21786', 'NX_10_CV': '0.00557', 'NX_10_CV_turn': '0.02200', 'NX_10_Diversity': '0.99316', 'NX_10_Novelty': '5.26449', 'NX_10_ifeat_feat': 0.878}]
[I 240116 14:33:36 loggers:84] Epoch: [46], Info: [{'num_test': 100, 'len_tra': 8.86, 'R_tra': 29.56822898298502, 'ctr': '3.33727', 'CV': '0.00557', 'CV_turn': '0.02483', 'Diversity': '0.86572', 'Novelty': '5.53464', 'ifeat_feat': 0.7629796839729119, 'NX_0_len_tra': 28.98, 'NX_0_R_tra': 49.43675225690007, 'NX_0_ctr': '1.70589', 'NX_0_CV': '0.00936', 'NX_0_CV_turn': '0.01277', 'NX_0_Diversity': '0.99299', 'NX_0_Novelty': '6.03140', 'NX_0_ifeat_feat': 0.6518288474810214, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.453964281231166, 'NX_10_ctr': '2.14540', 'NX_10_CV': '0.00709', 'NX_10_CV_turn': '0.02800', 'NX_10_Diversity': '0.99320', 'NX_10_Novelty': '5.35849', 'NX_10_ifeat_feat': 0.874}]
[I 240116 14:39:36 loggers:84] Epoch: [47], Info: [{'num_test': 100, 'len_tra': 8.89, 'R_tra': 29.945202632248403, 'ctr': '3.36841', 'CV': '0.00557', 'CV_turn': '0.02475', 'Diversity': '0.86310', 'Novelty': '5.66626', 'ifeat_feat': 0.7626546681664792, 'NX_0_len_tra': 28.9, 'NX_0_R_tra': 50.72249631285668, 'NX_0_ctr': '1.75510', 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01315', 'NX_0_Diversity': '0.99301', 'NX_0_Novelty': '6.05656', 'NX_0_ifeat_feat': 0.6598615916955017, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.895094128251074, 'NX_10_ctr': '2.18951', 'NX_10_CV': '0.00557', 'NX_10_CV_turn': '0.02200', 'NX_10_Diversity': '0.99325', 'NX_10_Novelty': '5.35376', 'NX_10_ifeat_feat': 0.869}]
[I 240116 14:46:09 loggers:84] Epoch: [48], Info: [{'num_test': 100, 'len_tra': 8.84, 'R_tra': 31.228858913183213, 'ctr': '3.53268', 'CV': '0.00455', 'CV_turn': '0.02036', 'Diversity': '0.86309', 'Novelty': '5.52326', 'ifeat_feat': 0.751131221719457, 'NX_0_len_tra': 29.51, 'NX_0_R_tra': 51.3305262568593, 'NX_0_ctr': '1.73943', 'NX_0_CV': '0.00936', 'NX_0_CV_turn': '0.01254', 'NX_0_Diversity': '0.99300', 'NX_0_Novelty': '6.12046', 'NX_0_ifeat_feat': 0.6350389698407319, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.2273309828341, 'NX_10_ctr': '2.32273', 'NX_10_CV': '0.00506', 'NX_10_CV_turn': '0.02000', 'NX_10_Diversity': '0.99328', 'NX_10_Novelty': '5.39274', 'NX_10_ifeat_feat': 0.833}]
[I 240116 14:52:38 loggers:84] Epoch: [49], Info: [{'num_test': 100, 'len_tra': 8.85, 'R_tra': 29.922443662434816, 'ctr': '3.38107', 'CV': '0.00557', 'CV_turn': '0.02486', 'Diversity': '0.86503', 'Novelty': '5.54215', 'ifeat_feat': 0.7593220338983051, 'NX_0_len_tra': 29.69, 'NX_0_R_tra': 52.62889396719635, 'NX_0_ctr': '1.77261', 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01280', 'NX_0_Diversity': '0.99299', 'NX_0_Novelty': '6.18094', 'NX_0_ifeat_feat': 0.6247894914112496, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.045781612992286, 'NX_10_ctr': '2.30458', 'NX_10_CV': '0.00658', 'NX_10_CV_turn': '0.02600', 'NX_10_Diversity': '0.99327', 'NX_10_Novelty': '5.30182', 'NX_10_ifeat_feat': 0.86}]
[I 240116 14:58:47 loggers:84] Epoch: [50], Info: [{'num_test': 100, 'len_tra': 8.88, 'R_tra': 28.99165033251047, 'ctr': '3.26483', 'CV': '0.00531', 'CV_turn': '0.02365', 'Diversity': '0.86533', 'Novelty': '5.39548', 'ifeat_feat': 0.7612612612612613, 'NX_0_len_tra': 29.65, 'NX_0_R_tra': 52.14447407849133, 'NX_0_ctr': '1.75867', 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01282', 'NX_0_Diversity': '0.99292', 'NX_0_Novelty': '6.11458', 'NX_0_ifeat_feat': 0.6320404721753794, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.173200805485248, 'NX_10_ctr': '2.21732', 'NX_10_CV': '0.00557', 'NX_10_CV_turn': '0.02200', 'NX_10_Diversity': '0.99322', 'NX_10_Novelty': '5.09273', 'NX_10_ifeat_feat': 0.869}]
[I 240116 15:05:05 loggers:84] Epoch: [51], Info: [{'num_test': 100, 'len_tra': 8.84, 'R_tra': 31.100803057253362, 'ctr': '3.51819', 'CV': '0.00455', 'CV_turn': '0.02036', 'Diversity': '0.85689', 'Novelty': '5.63619', 'ifeat_feat': 0.7579185520361991, 'NX_0_len_tra': 29.76, 'NX_0_R_tra': 50.25494950503111, 'NX_0_ctr': '1.68867', 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01277', 'NX_0_Diversity': '0.99301', 'NX_0_Novelty': '6.19273', 'NX_0_ifeat_feat': 0.6229838709677419, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.759928205907343, 'NX_10_ctr': '2.37599', 'NX_10_CV': '0.00455', 'NX_10_CV_turn': '0.01800', 'NX_10_Diversity': '0.99325', 'NX_10_Novelty': '5.40768', 'NX_10_ifeat_feat': 0.856}]
[I 240116 15:11:13 loggers:84] Epoch: [52], Info: [{'num_test': 100, 'len_tra': 8.82, 'R_tra': 31.013332818746566, 'ctr': '3.51625', 'CV': '0.00455', 'CV_turn': '0.02041', 'Diversity': '0.85770', 'Novelty': '5.71222', 'ifeat_feat': 0.7528344671201814, 'NX_0_len_tra': 29.82, 'NX_0_R_tra': 53.00334819223732, 'NX_0_ctr': '1.77744', 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01274', 'NX_0_Diversity': '0.99301', 'NX_0_Novelty': '6.17555', 'NX_0_ifeat_feat': 0.6324614352783366, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.54048020489514, 'NX_10_ctr': '2.25405', 'NX_10_CV': '0.00481', 'NX_10_CV_turn': '0.01900', 'NX_10_Diversity': '0.99325', 'NX_10_Novelty': '5.60767', 'NX_10_ifeat_feat': 0.832}]
[I 240116 15:17:27 loggers:84] Epoch: [53], Info: [{'num_test': 100, 'len_tra': 8.79, 'R_tra': 30.375391039550305, 'ctr': '3.45568', 'CV': '0.00430', 'CV_turn': '0.01934', 'Diversity': '0.85395', 'Novelty': '5.76740', 'ifeat_feat': 0.7622298065984073, 'NX_0_len_tra': 29.93, 'NX_0_R_tra': 52.76597290083766, 'NX_0_ctr': '1.76298', 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01270', 'NX_0_Diversity': '0.99302', 'NX_0_Novelty': '6.13190', 'NX_0_ifeat_feat': 0.6358169061142667, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.73354340940714, 'NX_10_ctr': '2.37335', 'NX_10_CV': '0.00481', 'NX_10_CV_turn': '0.01900', 'NX_10_Diversity': '0.99329', 'NX_10_Novelty': '5.45045', 'NX_10_ifeat_feat': 0.808}]
[I 240116 15:23:49 loggers:84] Epoch: [54], Info: [{'num_test': 100, 'len_tra': 8.8, 'R_tra': 31.175336740911007, 'ctr': '3.54265', 'CV': '0.00430', 'CV_turn': '0.01932', 'Diversity': '0.85938', 'Novelty': '5.54338', 'ifeat_feat': 0.7545454545454545, 'NX_0_len_tra': 29.86, 'NX_0_R_tra': 52.40366565048694, 'NX_0_ctr': '1.75498', 'NX_0_CV': '0.00987', 'NX_0_CV_turn': '0.01306', 'NX_0_Diversity': '0.99302', 'NX_0_Novelty': '6.13962', 'NX_0_ifeat_feat': 0.6269256530475552, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.13957261800766, 'NX_10_ctr': '2.31396', 'NX_10_CV': '0.00481', 'NX_10_CV_turn': '0.01900', 'NX_10_Diversity': '0.99328', 'NX_10_Novelty': '5.51998', 'NX_10_ifeat_feat': 0.793}]
