[I 240116 09:00:56 policy_utils:158] {
      "env": "MovieLensEnv-v0",
      "user_model_name": "DeepFM",
      "seed": 2023,
      "cuda": 7,
      "remove_recommended_ids": false,
      "draw_bar": false,
      "is_userinfo": true,
      "is_all_item_ranking": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "use_pretrained_embedding": true,
      "exploration_noise": false,
      "explore_eps": 0.01,
      "need_state_norm": false,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "random_init": true,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "dilations": "[1, 2, 1, 2, 1, 2]",
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 100,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "n_step": 3,
      "update_per_step": 0.125,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "step_per_collect": 100,
      "repeat_per_collect": 1,
      "logdir": "log",
      "read_message": "pointneg_3",
      "all_item_ranking": false,
      "is_binarize": true,
      "need_transform": true,
      "use_auxiliary": true,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 4,
      "yfeat": "rating",
      "leave_threshold": 75,
      "num_leave_compute": 7,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "model_name": "A2C",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "message": "A2C_3",
      "hostname": "server3"
    }
[I 240116 09:08:54 loggers:84] Epoch: [1], Info: [{'num_test': 100, 'len_tra': 5.61, 'R_tra': 15.20631323710084, 'ctr': '2.71057', 'CV': '0.02758', 'CV_turn': '0.19430', 'Diversity': '0.84800', 'Novelty': '5.21896', 'ifeat_feat': 0.7985739750445633, 'NX_0_len_tra': 10.14, 'NX_0_R_tra': 24.84958253711462, 'NX_0_ctr': '2.45065', 'NX_0_CV': '0.04732', 'NX_0_CV_turn': '0.18442', 'NX_0_Diversity': '0.99220', 'NX_0_Novelty': '5.55536', 'NX_0_ifeat_feat': 0.7790927021696252, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.64992671340704, 'NX_10_ctr': '2.36499', 'NX_10_CV': '0.04504', 'NX_10_CV_turn': '0.17800', 'NX_10_Diversity': '0.99313', 'NX_10_Novelty': '5.68578', 'NX_10_ifeat_feat': 0.781}]
[I 240116 11:55:24 loggers:84] Epoch: [27], Info: [{'num_test': 100, 'len_tra': 8.41, 'R_tra': 29.09021052747965, 'ctr': '3.45900', 'CV': '0.00531', 'CV_turn': '0.02497', 'Diversity': '0.86462', 'Novelty': '5.04312', 'ifeat_feat': 0.7847800237812128, 'NX_0_len_tra': 20.24, 'NX_0_R_tra': 42.86169204473495, 'NX_0_ctr': '2.11767', 'NX_0_CV': '0.04985', 'NX_0_CV_turn': '0.09733', 'NX_0_Diversity': '0.99258', 'NX_0_Novelty': '5.74899', 'NX_0_ifeat_feat': 0.7495059288537549, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.182776310294866, 'NX_10_ctr': '2.61828', 'NX_10_CV': '0.01847', 'NX_10_CV_turn': '0.07300', 'NX_10_Diversity': '0.99237', 'NX_10_Novelty': '5.53809', 'NX_10_ifeat_feat': 0.786}]
[I 240116 12:01:34 loggers:84] Epoch: [28], Info: [{'num_test': 100, 'len_tra': 8.35, 'R_tra': 28.237458466887475, 'ctr': '3.38173', 'CV': '0.00455', 'CV_turn': '0.02156', 'Diversity': '0.86349', 'Novelty': '5.03925', 'ifeat_feat': 0.7652694610778443, 'NX_0_len_tra': 21.64, 'NX_0_R_tra': 45.17316854983568, 'NX_0_ctr': '2.08748', 'NX_0_CV': '0.04453', 'NX_0_CV_turn': '0.08133', 'NX_0_Diversity': '0.99276', 'NX_0_Novelty': '5.82683', 'NX_0_ifeat_feat': 0.7347504621072088, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.69592568218708, 'NX_10_ctr': '2.56959', 'NX_10_CV': '0.01771', 'NX_10_CV_turn': '0.07000', 'NX_10_Diversity': '0.99236', 'NX_10_Novelty': '5.66940', 'NX_10_ifeat_feat': 0.771}]
[I 240116 12:07:27 loggers:84] Epoch: [29], Info: [{'num_test': 100, 'len_tra': 8.25, 'R_tra': 28.03329177737236, 'ctr': '3.39797', 'CV': '0.00430', 'CV_turn': '0.02061', 'Diversity': '0.87056', 'Novelty': '5.00859', 'ifeat_feat': 0.7793939393939394, 'NX_0_len_tra': 19.97, 'NX_0_R_tra': 42.87366110987961, 'NX_0_ctr': '2.14690', 'NX_0_CV': '0.04504', 'NX_0_CV_turn': '0.08913', 'NX_0_Diversity': '0.99266', 'NX_0_Novelty': '5.84258', 'NX_0_ifeat_feat': 0.7396094141211818, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.751947713345288, 'NX_10_ctr': '2.57519', 'NX_10_CV': '0.01670', 'NX_10_CV_turn': '0.06600', 'NX_10_Diversity': '0.99235', 'NX_10_Novelty': '5.67837', 'NX_10_ifeat_feat': 0.788}]
[I 240116 12:13:27 loggers:84] Epoch: [30], Info: [{'num_test': 100, 'len_tra': 8.66, 'R_tra': 30.99103189110756, 'ctr': '3.57864', 'CV': '0.00304', 'CV_turn': '0.01386', 'Diversity': '0.87370', 'Novelty': '4.86293', 'ifeat_feat': 0.7759815242494227, 'NX_0_len_tra': 18.52, 'NX_0_R_tra': 40.62223395340145, 'NX_0_ctr': '2.19343', 'NX_0_CV': '0.04378', 'NX_0_CV_turn': '0.09341', 'NX_0_Diversity': '0.99250', 'NX_0_Novelty': '5.82406', 'NX_0_ifeat_feat': 0.7381209503239741, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.990709574073552, 'NX_10_ctr': '2.69907', 'NX_10_CV': '0.01999', 'NX_10_CV_turn': '0.07900', 'NX_10_Diversity': '0.99232', 'NX_10_Novelty': '5.60586', 'NX_10_ifeat_feat': 0.766}]
[I 240116 12:19:33 loggers:84] Epoch: [31], Info: [{'num_test': 100, 'len_tra': 8.8, 'R_tra': 31.789101545214653, 'ctr': '3.61240', 'CV': '0.00202', 'CV_turn': '0.00909', 'Diversity': '0.87542', 'Novelty': '4.79310', 'ifeat_feat': 0.7784090909090909, 'NX_0_len_tra': 20.97, 'NX_0_R_tra': 44.14875719159841, 'NX_0_ctr': '2.10533', 'NX_0_CV': '0.04580', 'NX_0_CV_turn': '0.08631', 'NX_0_Diversity': '0.99256', 'NX_0_Novelty': '5.84773', 'NX_0_ifeat_feat': 0.7353361945636624, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.79048913106322, 'NX_10_ctr': '2.67905', 'NX_10_CV': '0.02075', 'NX_10_CV_turn': '0.08200', 'NX_10_Diversity': '0.99238', 'NX_10_Novelty': '5.59102', 'NX_10_ifeat_feat': 0.77}]
[I 240116 12:25:09 loggers:84] Epoch: [32], Info: [{'num_test': 100, 'len_tra': 8.88, 'R_tra': 31.043983493447303, 'ctr': '3.49594', 'CV': '0.00228', 'CV_turn': '0.01014', 'Diversity': '0.87738', 'Novelty': '4.79148', 'ifeat_feat': 0.7792792792792793, 'NX_0_len_tra': 20.47, 'NX_0_R_tra': 42.79202459335327, 'NX_0_ctr': '2.09048', 'NX_0_CV': '0.03821', 'NX_0_CV_turn': '0.07377', 'NX_0_Diversity': '0.99268', 'NX_0_Novelty': '5.84521', 'NX_0_ifeat_feat': 0.7269174401563263, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.327522145956756, 'NX_10_ctr': '2.63275', 'NX_10_CV': '0.01721', 'NX_10_CV_turn': '0.06800', 'NX_10_Diversity': '0.99245', 'NX_10_Novelty': '5.64940', 'NX_10_ifeat_feat': 0.773}]
[I 240116 12:31:11 loggers:84] Epoch: [33], Info: [{'num_test': 100, 'len_tra': 8.98, 'R_tra': 31.871955373883246, 'ctr': '3.54922', 'CV': '0.00177', 'CV_turn': '0.00780', 'Diversity': '0.88006', 'Novelty': '4.77888', 'ifeat_feat': 0.77728285077951, 'NX_0_len_tra': 21.99, 'NX_0_R_tra': 44.75867863472551, 'NX_0_ctr': '2.03541', 'NX_0_CV': '0.03517', 'NX_0_CV_turn': '0.06321', 'NX_0_Diversity': '0.99275', 'NX_0_Novelty': '5.88927', 'NX_0_ifeat_feat': 0.72487494315598, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.158250024914743, 'NX_10_ctr': '2.61583', 'NX_10_CV': '0.01341', 'NX_10_CV_turn': '0.05300', 'NX_10_Diversity': '0.99261', 'NX_10_Novelty': '5.66849', 'NX_10_ifeat_feat': 0.758}]
[I 240116 12:36:43 loggers:84] Epoch: [34], Info: [{'num_test': 100, 'len_tra': 8.65, 'R_tra': 31.067999849617483, 'ctr': '3.59168', 'CV': '0.00253', 'CV_turn': '0.01156', 'Diversity': '0.86188', 'Novelty': '4.76477', 'ifeat_feat': 0.7791907514450868, 'NX_0_len_tra': 22.93, 'NX_0_R_tra': 46.509403605815024, 'NX_0_ctr': '2.02832', 'NX_0_CV': '0.03087', 'NX_0_CV_turn': '0.05321', 'NX_0_Diversity': '0.99294', 'NX_0_Novelty': '5.87984', 'NX_0_ifeat_feat': 0.7252507631923245, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 27.231668395996095, 'NX_10_ctr': '2.72317', 'NX_10_CV': '0.01417', 'NX_10_CV_turn': '0.05600', 'NX_10_Diversity': '0.99247', 'NX_10_Novelty': '5.77804', 'NX_10_ifeat_feat': 0.755}]
[I 240116 12:42:31 loggers:84] Epoch: [35], Info: [{'num_test': 100, 'len_tra': 8.86, 'R_tra': 32.04633937180042, 'ctr': '3.61697', 'CV': '0.00228', 'CV_turn': '0.01016', 'Diversity': '0.87851', 'Novelty': '4.80786', 'ifeat_feat': 0.7799097065462754, 'NX_0_len_tra': 22.62, 'NX_0_R_tra': 45.34441224224865, 'NX_0_ctr': '2.00462', 'NX_0_CV': '0.03188', 'NX_0_CV_turn': '0.05570', 'NX_0_Diversity': '0.99286', 'NX_0_Novelty': '5.91142', 'NX_0_ifeat_feat': 0.7223695844385499, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.382358736917375, 'NX_10_ctr': '2.53824', 'NX_10_CV': '0.01417', 'NX_10_CV_turn': '0.05600', 'NX_10_Diversity': '0.99254', 'NX_10_Novelty': '5.69446', 'NX_10_ifeat_feat': 0.759}]
[I 240116 12:48:13 loggers:84] Epoch: [36], Info: [{'num_test': 100, 'len_tra': 8.99, 'R_tra': 31.808527606725693, 'ctr': '3.53821', 'CV': '0.00177', 'CV_turn': '0.00779', 'Diversity': '0.87421', 'Novelty': '4.83863', 'ifeat_feat': 0.7864293659621802, 'NX_0_len_tra': 21.97, 'NX_0_R_tra': 44.713154025301336, 'NX_0_ctr': '2.03519', 'NX_0_CV': '0.03036', 'NX_0_CV_turn': '0.05462', 'NX_0_Diversity': '0.99274', 'NX_0_Novelty': '5.85998', 'NX_0_ifeat_feat': 0.7223486572598998, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.1070444765687, 'NX_10_ctr': '2.61070', 'NX_10_CV': '0.01544', 'NX_10_CV_turn': '0.06100', 'NX_10_Diversity': '0.99253', 'NX_10_Novelty': '5.71493', 'NX_10_ifeat_feat': 0.777}]
[I 240116 12:53:49 loggers:84] Epoch: [37], Info: [{'num_test': 100, 'len_tra': 9.66, 'R_tra': 34.27156438708305, 'ctr': '3.54778', 'CV': '0.00202', 'CV_turn': '0.00828', 'Diversity': '0.89560', 'Novelty': '4.94747', 'ifeat_feat': 0.7939958592132506, 'NX_0_len_tra': 24.35, 'NX_0_R_tra': 48.248473266661165, 'NX_0_ctr': '1.98146', 'NX_0_CV': '0.02657', 'NX_0_CV_turn': '0.04312', 'NX_0_Diversity': '0.99295', 'NX_0_Novelty': '5.93990', 'NX_0_ifeat_feat': 0.7232032854209446, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.59328944593668, 'NX_10_ctr': '2.55933', 'NX_10_CV': '0.01366', 'NX_10_CV_turn': '0.05400', 'NX_10_Diversity': '0.99258', 'NX_10_Novelty': '5.69867', 'NX_10_ifeat_feat': 0.762}]
[I 240116 12:59:28 loggers:84] Epoch: [38], Info: [{'num_test': 100, 'len_tra': 9.69, 'R_tra': 34.073525791168215, 'ctr': '3.51636', 'CV': '0.00202', 'CV_turn': '0.00826', 'Diversity': '0.88997', 'Novelty': '4.96240', 'ifeat_feat': 0.7987616099071208, 'NX_0_len_tra': 23.64, 'NX_0_R_tra': 46.15899600110948, 'NX_0_ctr': '1.95258', 'NX_0_CV': '0.02328', 'NX_0_CV_turn': '0.03892', 'NX_0_Diversity': '0.99292', 'NX_0_Novelty': '5.96452', 'NX_0_ifeat_feat': 0.7195431472081218, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.78324598964304, 'NX_10_ctr': '2.57832', 'NX_10_CV': '0.01037', 'NX_10_CV_turn': '0.04100', 'NX_10_Diversity': '0.99259', 'NX_10_Novelty': '5.83241', 'NX_10_ifeat_feat': 0.777}]
[I 240116 13:05:08 loggers:84] Epoch: [39], Info: [{'num_test': 100, 'len_tra': 9.79, 'R_tra': 34.21802148163319, 'ctr': '3.49520', 'CV': '0.00202', 'CV_turn': '0.00817', 'Diversity': '0.89899', 'Novelty': '4.96245', 'ifeat_feat': 0.7987742594484167, 'NX_0_len_tra': 23.22, 'NX_0_R_tra': 44.64805354963988, 'NX_0_ctr': '1.92283', 'NX_0_CV': '0.02024', 'NX_0_CV_turn': '0.03445', 'NX_0_Diversity': '0.99294', 'NX_0_Novelty': '5.96976', 'NX_0_ifeat_feat': 0.7325581395348837, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.487024740204216, 'NX_10_ctr': '2.54870', 'NX_10_CV': '0.01088', 'NX_10_CV_turn': '0.04300', 'NX_10_Diversity': '0.99262', 'NX_10_Novelty': '5.79212', 'NX_10_ifeat_feat': 0.768}]
[I 240116 13:10:30 loggers:84] Epoch: [40], Info: [{'num_test': 100, 'len_tra': 9.92, 'R_tra': 34.37533011436462, 'ctr': '3.46526', 'CV': '0.00177', 'CV_turn': '0.00706', 'Diversity': '0.90010', 'Novelty': '4.94857', 'ifeat_feat': 0.8014112903225806, 'NX_0_len_tra': 22.68, 'NX_0_R_tra': 44.4045303632319, 'NX_0_ctr': '1.95787', 'NX_0_CV': '0.02024', 'NX_0_CV_turn': '0.03527', 'NX_0_Diversity': '0.99286', 'NX_0_Novelty': '5.97165', 'NX_0_ifeat_feat': 0.7279541446208113, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.3220240451023, 'NX_10_ctr': '2.63220', 'NX_10_CV': '0.01265', 'NX_10_CV_turn': '0.05000', 'NX_10_Diversity': '0.99244', 'NX_10_Novelty': '5.82866', 'NX_10_ifeat_feat': 0.79}]
[I 240116 13:15:34 loggers:84] Epoch: [41], Info: [{'num_test': 100, 'len_tra': 9.9, 'R_tra': 35.08646095156669, 'ctr': '3.54409', 'CV': '0.00177', 'CV_turn': '0.00707', 'Diversity': '0.90059', 'Novelty': '4.96437', 'ifeat_feat': 0.8010101010101011, 'NX_0_len_tra': 23.18, 'NX_0_R_tra': 46.01647978536785, 'NX_0_ctr': '1.98518', 'NX_0_CV': '0.01822', 'NX_0_CV_turn': '0.03106', 'NX_0_Diversity': '0.99296', 'NX_0_Novelty': '5.97168', 'NX_0_ifeat_feat': 0.7217428817946505, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.56729642599821, 'NX_10_ctr': '2.55673', 'NX_10_CV': '0.01265', 'NX_10_CV_turn': '0.05000', 'NX_10_Diversity': '0.99265', 'NX_10_Novelty': '5.87400', 'NX_10_ifeat_feat': 0.768}]
[I 240116 13:20:39 loggers:84] Epoch: [42], Info: [{'num_test': 100, 'len_tra': 9.84, 'R_tra': 34.67939913392067, 'ctr': '3.52433', 'CV': '0.00177', 'CV_turn': '0.00711', 'Diversity': '0.89825', 'Novelty': '4.96260', 'ifeat_feat': 0.8008130081300813, 'NX_0_len_tra': 23.48, 'NX_0_R_tra': 46.04178591258824, 'NX_0_ctr': '1.96089', 'NX_0_CV': '0.01670', 'NX_0_CV_turn': '0.02811', 'NX_0_Diversity': '0.99286', 'NX_0_Novelty': '5.94076', 'NX_0_ifeat_feat': 0.7231686541737649, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.776314018070696, 'NX_10_ctr': '2.57763', 'NX_10_CV': '0.01164', 'NX_10_CV_turn': '0.04600', 'NX_10_Diversity': '0.99252', 'NX_10_Novelty': '5.87011', 'NX_10_ifeat_feat': 0.799}]
[I 240116 13:25:38 loggers:84] Epoch: [43], Info: [{'num_test': 100, 'len_tra': 9.92, 'R_tra': 34.79607612460852, 'ctr': '3.50767', 'CV': '0.00202', 'CV_turn': '0.00806', 'Diversity': '0.90169', 'Novelty': '4.96277', 'ifeat_feat': 0.8004032258064516, 'NX_0_len_tra': 23.73, 'NX_0_R_tra': 45.41655851177871, 'NX_0_ctr': '1.91389', 'NX_0_CV': '0.01544', 'NX_0_CV_turn': '0.02571', 'NX_0_Diversity': '0.99303', 'NX_0_Novelty': '5.97019', 'NX_0_ifeat_feat': 0.7206068268015171, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.49567829553038, 'NX_10_ctr': '2.54957', 'NX_10_CV': '0.01063', 'NX_10_CV_turn': '0.04200', 'NX_10_Diversity': '0.99259', 'NX_10_Novelty': '5.80310', 'NX_10_ifeat_feat': 0.784}]
[I 240116 13:30:38 loggers:84] Epoch: [44], Info: [{'num_test': 100, 'len_tra': 9.95, 'R_tra': 35.12107130527497, 'ctr': '3.52976', 'CV': '0.00177', 'CV_turn': '0.00704', 'Diversity': '0.90116', 'Novelty': '4.95498', 'ifeat_feat': 0.8010050251256281, 'NX_0_len_tra': 23.05, 'NX_0_R_tra': 44.393838401921094, 'NX_0_ctr': '1.92598', 'NX_0_CV': '0.01619', 'NX_0_CV_turn': '0.02777', 'NX_0_Diversity': '0.99300', 'NX_0_Novelty': '5.97658', 'NX_0_ifeat_feat': 0.7193058568329718, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.211873690634967, 'NX_10_ctr': '2.52119', 'NX_10_CV': '0.01088', 'NX_10_CV_turn': '0.04300', 'NX_10_Diversity': '0.99259', 'NX_10_Novelty': '5.89499', 'NX_10_ifeat_feat': 0.779}]
[I 240116 13:35:41 loggers:84] Epoch: [45], Info: [{'num_test': 100, 'len_tra': 9.93, 'R_tra': 35.951961326301095, 'ctr': '3.62054', 'CV': '0.00177', 'CV_turn': '0.00705', 'Diversity': '0.89940', 'Novelty': '4.94853', 'ifeat_feat': 0.8006042296072508, 'NX_0_len_tra': 22.73, 'NX_0_R_tra': 43.36433631725609, 'NX_0_ctr': '1.90780', 'NX_0_CV': '0.01645', 'NX_0_CV_turn': '0.02860', 'NX_0_Diversity': '0.99277', 'NX_0_Novelty': '5.94709', 'NX_0_ifeat_feat': 0.7259128904531457, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.753559825867413, 'NX_10_ctr': '2.67536', 'NX_10_CV': '0.01290', 'NX_10_CV_turn': '0.05100', 'NX_10_Diversity': '0.99246', 'NX_10_Novelty': '5.88869', 'NX_10_ifeat_feat': 0.794}]
[I 240116 13:40:39 loggers:84] Epoch: [46], Info: [{'num_test': 100, 'len_tra': 9.85, 'R_tra': 34.940272354483604, 'ctr': '3.54724', 'CV': '0.00177', 'CV_turn': '0.00711', 'Diversity': '0.89831', 'Novelty': '4.96273', 'ifeat_feat': 0.8020304568527918, 'NX_0_len_tra': 22.54, 'NX_0_R_tra': 43.11531963005662, 'NX_0_ctr': '1.91284', 'NX_0_CV': '0.01569', 'NX_0_CV_turn': '0.02751', 'NX_0_Diversity': '0.99292', 'NX_0_Novelty': '5.98421', 'NX_0_ifeat_feat': 0.725377107364685, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.181449424773454, 'NX_10_ctr': '2.61814', 'NX_10_CV': '0.01265', 'NX_10_CV_turn': '0.05000', 'NX_10_Diversity': '0.99255', 'NX_10_Novelty': '5.86825', 'NX_10_ifeat_feat': 0.801}]
[I 240116 13:45:26 loggers:84] Epoch: [47], Info: [{'num_test': 100, 'len_tra': 9.87, 'R_tra': 34.87638632297516, 'ctr': '3.53358', 'CV': '0.00177', 'CV_turn': '0.00709', 'Diversity': '0.89860', 'Novelty': '4.94373', 'ifeat_feat': 0.8014184397163121, 'NX_0_len_tra': 21.92, 'NX_0_R_tra': 42.838625753335656, 'NX_0_ctr': '1.95432', 'NX_0_CV': '0.01442', 'NX_0_CV_turn': '0.02600', 'NX_0_Diversity': '0.99293', 'NX_0_Novelty': '6.01527', 'NX_0_ifeat_feat': 0.7258211678832117, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.612426095604896, 'NX_10_ctr': '2.56124', 'NX_10_CV': '0.01316', 'NX_10_CV_turn': '0.05200', 'NX_10_Diversity': '0.99247', 'NX_10_Novelty': '5.90416', 'NX_10_ifeat_feat': 0.791}]
[I 240116 13:50:22 loggers:84] Epoch: [48], Info: [{'num_test': 100, 'len_tra': 9.88, 'R_tra': 35.433579681515695, 'ctr': '3.58639', 'CV': '0.00177', 'CV_turn': '0.00709', 'Diversity': '0.90026', 'Novelty': '4.94263', 'ifeat_feat': 0.8016194331983806, 'NX_0_len_tra': 22.81, 'NX_0_R_tra': 44.79270120307803, 'NX_0_ctr': '1.96373', 'NX_0_CV': '0.01619', 'NX_0_CV_turn': '0.02806', 'NX_0_Diversity': '0.99298', 'NX_0_Novelty': '5.99432', 'NX_0_ifeat_feat': 0.7268741779921087, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.22039607062936, 'NX_10_ctr': '2.62204', 'NX_10_CV': '0.01189', 'NX_10_CV_turn': '0.04700', 'NX_10_Diversity': '0.99254', 'NX_10_Novelty': '6.00279', 'NX_10_ifeat_feat': 0.779}]
[I 240116 13:55:26 loggers:84] Epoch: [49], Info: [{'num_test': 100, 'len_tra': 9.88, 'R_tra': 34.530919872522354, 'ctr': '3.49503', 'CV': '0.00177', 'CV_turn': '0.00709', 'Diversity': '0.90141', 'Novelty': '4.97258', 'ifeat_feat': 0.8006072874493927, 'NX_0_len_tra': 22.96, 'NX_0_R_tra': 44.76410078018904, 'NX_0_ctr': '1.94966', 'NX_0_CV': '0.01695', 'NX_0_CV_turn': '0.02918', 'NX_0_Diversity': '0.99285', 'NX_0_Novelty': '5.94778', 'NX_0_ifeat_feat': 0.7260452961672473, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.06657501399517, 'NX_10_ctr': '2.60666', 'NX_10_CV': '0.01316', 'NX_10_CV_turn': '0.05200', 'NX_10_Diversity': '0.99251', 'NX_10_Novelty': '5.96540', 'NX_10_ifeat_feat': 0.769}]
[I 240116 14:00:38 loggers:84] Epoch: [50], Info: [{'num_test': 100, 'len_tra': 9.89, 'R_tra': 35.68613300979138, 'ctr': '3.60830', 'CV': '0.00177', 'CV_turn': '0.00708', 'Diversity': '0.90097', 'Novelty': '4.94309', 'ifeat_feat': 0.7997977755308392, 'NX_0_len_tra': 22.57, 'NX_0_R_tra': 45.023372710347175, 'NX_0_ctr': '1.99483', 'NX_0_CV': '0.01670', 'NX_0_CV_turn': '0.02924', 'NX_0_Diversity': '0.99283', 'NX_0_Novelty': '5.91065', 'NX_0_ifeat_feat': 0.7182100132919805, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.803638709932567, 'NX_10_ctr': '2.58036', 'NX_10_CV': '0.01392', 'NX_10_CV_turn': '0.05500', 'NX_10_Diversity': '0.99259', 'NX_10_Novelty': '5.81144', 'NX_10_ifeat_feat': 0.787}]
[I 240116 14:05:20 loggers:84] Epoch: [51], Info: [{'num_test': 100, 'len_tra': 9.88, 'R_tra': 34.74081344872713, 'ctr': '3.51628', 'CV': '0.00177', 'CV_turn': '0.00709', 'Diversity': '0.90121', 'Novelty': '4.96645', 'ifeat_feat': 0.8016194331983806, 'NX_0_len_tra': 22.24, 'NX_0_R_tra': 44.45376337695867, 'NX_0_ctr': '1.99882', 'NX_0_CV': '0.01619', 'NX_0_CV_turn': '0.02878', 'NX_0_Diversity': '0.99299', 'NX_0_Novelty': '5.98529', 'NX_0_ifeat_feat': 0.7230215827338129, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.499745580255986, 'NX_10_ctr': '2.64997', 'NX_10_CV': '0.01113', 'NX_10_CV_turn': '0.04400', 'NX_10_Diversity': '0.99251', 'NX_10_Novelty': '5.89515', 'NX_10_ifeat_feat': 0.788}]
[I 240116 14:10:09 loggers:84] Epoch: [52], Info: [{'num_test': 100, 'len_tra': 9.97, 'R_tra': 35.79694026112556, 'ctr': '3.59047', 'CV': '0.00177', 'CV_turn': '0.00702', 'Diversity': '0.90142', 'Novelty': '4.94791', 'ifeat_feat': 0.8004012036108324, 'NX_0_len_tra': 22.58, 'NX_0_R_tra': 43.02084781695157, 'NX_0_ctr': '1.90526', 'NX_0_CV': '0.01569', 'NX_0_CV_turn': '0.02746', 'NX_0_Diversity': '0.99287', 'NX_0_Novelty': '5.93804', 'NX_0_ifeat_feat': 0.7236492471213464, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.72191418118775, 'NX_10_ctr': '2.67219', 'NX_10_CV': '0.01265', 'NX_10_CV_turn': '0.05000', 'NX_10_Diversity': '0.99251', 'NX_10_Novelty': '5.90157', 'NX_10_ifeat_feat': 0.785}]
[I 240116 14:15:08 loggers:84] Epoch: [53], Info: [{'num_test': 100, 'len_tra': 9.9, 'R_tra': 34.80616923034191, 'ctr': '3.51577', 'CV': '0.00202', 'CV_turn': '0.00808', 'Diversity': '0.90074', 'Novelty': '4.94310', 'ifeat_feat': 0.8, 'NX_0_len_tra': 23.1, 'NX_0_R_tra': 44.75035925731063, 'NX_0_ctr': '1.93724', 'NX_0_CV': '0.01417', 'NX_0_CV_turn': '0.02424', 'NX_0_Diversity': '0.99307', 'NX_0_Novelty': '5.95628', 'NX_0_ifeat_feat': 0.7168831168831169, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.050877824593336, 'NX_10_ctr': '2.60509', 'NX_10_CV': '0.01037', 'NX_10_CV_turn': '0.04100', 'NX_10_Diversity': '0.99265', 'NX_10_Novelty': '5.91703', 'NX_10_ifeat_feat': 0.767}]
[I 240116 14:20:05 loggers:84] Epoch: [54], Info: [{'num_test': 100, 'len_tra': 9.88, 'R_tra': 34.95013467609883, 'ctr': '3.53746', 'CV': '0.00177', 'CV_turn': '0.00709', 'Diversity': '0.89908', 'Novelty': '4.96514', 'ifeat_feat': 0.8026315789473685, 'NX_0_len_tra': 22.18, 'NX_0_R_tra': 43.005707865580916, 'NX_0_ctr': '1.93894', 'NX_0_CV': '0.01645', 'NX_0_CV_turn': '0.02931', 'NX_0_Diversity': '0.99290', 'NX_0_Novelty': '5.92734', 'NX_0_ifeat_feat': 0.7168620378719567, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.352180658727885, 'NX_10_ctr': '2.63522', 'NX_10_CV': '0.01392', 'NX_10_CV_turn': '0.05500', 'NX_10_Diversity': '0.99241', 'NX_10_Novelty': '5.75125', 'NX_10_ifeat_feat': 0.788}]
